Date,Open,High,Low,Close,Volume
2024-04-11,201.29966709440012,202.0279230979637,199.6295321409151,199.96939086914065,1749200.0
2024-04-12,199.87229905385985,200.83360238418945,198.7653504385139,199.4159240722656,1166900.0
2024-04-15,201.3482356383409,201.9696802155787,198.9401397535954,199.40621948242188,1401500.0
2024-04-16,200.5325921808586,201.64924554267984,198.99839764145753,199.0372314453125,1457300.0
2024-04-17,200.1927183760536,200.32865890393657,198.44490100584,200.1732940673828,1193300.0
2024-04-18,199.62950142967705,200.07617156236523,198.59053072896072,199.1245880126953,983100.0
2024-04-19,200.46460009230827,201.3190918797628,199.83345081428791,201.0666351318359,1354300.0
2024-04-22,201.6686552422522,202.94067336015257,201.29966745852917,201.51329040527344,1420600.0
2024-04-23,201.24144000784645,204.0476529815239,201.23173526020915,202.72708129882812,1596500.0
2024-04-24,202.13473560595696,204.6011042478396,201.57154918234917,204.32920837402344,1875900.0
2024-04-25,203.62036240545112,207.80540426343492,202.1735700548585,206.53338623046875,2097400.0
2024-04-26,206.9800712058967,207.06745837095983,203.3387911642034,204.0087890625,1650800.0
2024-04-29,204.6496433277004,206.4654383857625,204.32920890568943,205.9993438720703,1989200.0
2024-04-30,206.20326116445813,206.20326116445813,201.59097312661643,201.9890899658203,2244300.0
2024-05-01,201.6104121035499,202.92126411983224,199.6878054400839,200.765625,1366400.0
2024-05-02,201.1346131653854,202.60083003276597,200.2995456236516,201.1540374755859,1497300.0
2024-05-03,201.1540072571551,202.5522610533918,198.96923940463657,201.85313415527344,2237900.0
2024-05-06,202.48429925978385,204.46516389854335,202.1929938933302,204.4554443359375,1592800.0
2024-05-07,205.52355912779493,206.1352840994602,204.01849374773025,204.39718627929688,1300200.0
2024-05-08,204.82444735615115,205.41676287931455,203.81459065285244,203.9116973876953,1151500.0
2024-05-09,204.17385858540024,204.85356122969856,203.51356543350585,204.39718627929688,1325700.0
2024-05-10,205.27108800860103,206.1255798012368,204.61080967167808,205.3584899902344,1082000.0
2024-05-13,204.99920681032307,206.12557966050005,204.10588121699857,204.7079162597656,1283800.0
2024-05-14,204.3971708055871,204.7855680539525,202.63964880966512,203.77572631835935,2091200.0
2024-05-15,203.78544605448485,204.37776153247677,202.4260407688016,202.940673828125,1808300.0
2024-05-16,203.4941714102061,206.51399232969007,202.18330456937696,206.04791259765625,1859900.0
2024-05-17,206.3295130160877,206.3780515671412,203.05720569923,204.3389434814453,2054800.0
2024-05-20,204.09619099346955,204.14474436081943,202.26098631233936,202.42605590820312,1795500.0
2024-05-21,203.0669094673876,203.41647294294643,201.76574747611485,202.29010009765625,1472800.0
2024-05-22,202.5911257323386,204.30009462356605,201.99881020938017,203.83401489257812,1516200.0
2024-05-23,203.89224253668615,204.3291931452137,203.04747037243916,203.4164581298828,919200.0
2024-05-24,203.79518082713747,203.8243098842614,201.65895119533343,202.75619506835935,1270800.0
2024-05-28,201.96966526817843,202.21241726970268,199.4741675806341,200.4743194580078,1659500.0
2024-05-29,199.88201859413795,199.94998145500193,198.1050720351068,198.2410125732422,1372200.0
2024-05-30,198.13418635358073,200.35778816547585,197.6875161521295,200.27040100097656,1983100.0
2024-05-31,200.22186374428188,205.10603321628764,200.01796034404725,204.6205291748047,5501300.0
2024-06-03,200.99867128013204,202.6882306624804,193.83262695411176,195.46392822265625,3913400.0
2024-06-04,196.20187446113405,197.9205627728091,195.1726083499137,197.7263641357422,2274700.0
2024-06-05,197.57099906225287,198.01765444532973,195.53187633448343,197.988525390625,2069200.0
2024-06-06,198.1536095439376,198.63911354362415,195.5318760925053,196.62911987304688,1843200.0
2024-06-07,197.2723997551827,199.1826423857217,194.9820418919728,195.45960998535156,3232400.0
2024-06-10,195.64476853765444,197.3990685550367,195.33288372563945,196.59014892578125,1715600.0
2024-06-11,196.42443023942968,197.3113358502275,195.05997150857516,196.9994659423828,1313200.0
2024-06-12,197.11644641427944,197.29187047672983,195.00152761186663,195.77146911621097,1311400.0
2024-06-13,195.83968757307397,196.21978789005644,193.8319774438082,196.11257934570312,1184700.0
2024-06-14,195.44008402167165,198.89997979256,194.77735113134196,198.4711456298828,1412700.0
2024-06-17,197.6427127888801,201.2000762438638,196.950742564094,201.1416015625,1753500.0
2024-06-18,201.2000885021604,202.71074897253507,200.19623342029237,202.61328125,1511100.0
2024-06-20,202.1844295638695,203.6561117407313,201.6386460564844,203.4709320068359,1343600.0
2024-06-21,203.77309106101373,204.48455788978376,202.90568181535272,203.6853790283203,2178200.0
2024-06-24,204.6697209144241,207.31094147539272,203.89002376521475,207.04779052734375,1473700.0
2024-06-25,207.2524653801934,208.4220186157069,206.4337900125237,206.6774444580078,1706900.0
2024-06-26,205.96595800454563,207.74951016002507,205.839252946098,207.27194213867188,1869000.0
2024-06-27,208.1491069816786,208.34402754518487,206.911338352611,207.27194213867188,1762400.0
2024-06-28,207.18423789885836,208.95803442633084,206.75540372014365,207.92494201660156,2908200.0
2024-07-01,209.02625644631556,209.0554937871963,202.6230111066883,204.04595947265625,1931400.0
2024-07-02,203.9679879849691,204.9621021879672,202.4280902576538,204.15316772460935,1445600.0
2024-07-03,203.70485700247576,205.51764666954497,202.97389366690732,204.8646545410156,720800.0
2024-07-05,205.4007012165462,205.4007012165462,203.2857823764988,204.99136352539065,1647600.0
2024-07-08,205.0108354907755,206.08290601878215,204.49428930869803,205.2739715576172,1275500.0
2024-07-09,204.1629223295552,205.5371369277169,203.74384383490988,204.6892242431641,1100700.0
2024-07-10,204.31885843669943,206.56048216930895,203.9874919807143,205.81976318359375,1453100.0
2024-07-11,205.67356821111017,207.3499118136112,204.89387109133295,206.3947906494141,1161300.0
2024-07-12,207.1062821951526,208.92881271959396,206.3655780219783,208.32455444335935,1182000.0
2024-07-15,208.33427651113772,211.10220211219576,208.1101186016652,210.51742553710935,1508800.0
2024-07-16,211.5408114068977,215.35157084323512,211.3166534610803,215.28334045410156,1948100.0
2024-07-17,215.8096000319232,218.52879186718124,215.59519780989527,217.65164184570312,1557700.0
2024-07-18,216.9986050023604,219.14277564238256,216.03374308583503,217.43719482421875,1284000.0
2024-07-19,218.80168361695755,219.28899248915567,216.49184432161417,217.14483642578125,1220900.0
2024-07-22,216.07275449071275,217.85630677669383,215.6926541590438,217.77833557128903,1135000.0
2024-07-23,217.73934979564268,217.84655834039208,212.55437635356083,213.1781311035156,1533600.0
2024-07-24,212.89550393578097,214.0065675772071,211.4725554756803,211.86241149902344,1361100.0
2024-07-25,197.73045617159224,204.66972987317848,194.44598420339733,194.8455810546875,3348600.0
2024-07-26,194.991785757897,195.6934968754796,191.6001051868978,191.96072387695312,2500100.0
2024-07-29,193.2471984297777,195.8104477670236,192.41876742733737,195.4498291015625,1911400.0
2024-07-30,195.56678657036525,197.46728806558053,195.54729005281584,195.99562072753903,1883600.0
2024-07-31,196.66810943132165,198.1592882721231,196.26852745574055,197.5160369873047,1698600.0
2024-08-01,198.0618261799226,200.93694565283067,197.4380713964053,200.83949279785156,1637900.0
2024-08-02,201.19031375162064,203.6073762238869,199.23133763469323,202.4865570068359,1793100.0
2024-08-05,201.84334088826245,203.2370371249548,195.16720338806604,196.42445373535156,2033000.0
2024-08-06,197.4185608862105,201.68739121333024,197.08719443408793,197.9838409423828,1988400.0
2024-08-07,198.75379024493637,202.3891251530615,198.04232345279232,199.65045166015625,1963600.0
2024-08-08,199.7966475424159,201.56070336810856,199.30933864597105,200.67379760742188,1259900.0
2024-08-09,200.6153136476656,201.365773477524,197.8863809793967,200.0500335693359,1002000.0
2024-08-12,200.5178699135959,200.80050252986908,197.52578615333792,197.95462036132812,2433900.0
2024-08-13,197.86688385760695,199.3288103650466,197.86688385760695,198.74403381347656,2330000.0
2024-08-14,198.18852769771112,202.06750222344883,197.95461408127713,201.1123809814453,1538300.0
2024-08-15,201.65817260742188,201.98953909033105,200.43014466142472,201.65817260742188,1093500.0
2024-08-16,202.02850459315937,202.58404384275596,200.15724031867893,200.1864776611328,1536900.0
2024-08-19,200.4788585393564,201.5996778207346,200.2644414549705,201.3462677001953,1886700.0
2024-08-20,201.5022227164281,202.8959189806996,201.48272619713083,202.8179626464844,1121400.0
2024-08-21,202.7887285519519,204.15318749487955,202.7887285519519,204.0654754638672,916700.0
2024-08-22,204.96210578972247,205.4786519822774,203.5196757541816,204.7866668701172,975900.0
2024-08-23,205.06931612719555,205.3519487199131,203.20779273015117,204.6502227783203,810800.0
2024-08-26,205.6735652974453,205.94645705477856,203.20778378701473,203.51966857910156,813300.0
2024-08-27,204.8061729697841,205.2837410200391,203.34424634778463,203.89002990722656,759900.0
2024-08-28,204.5527774130492,205.03033059112653,203.0616134504864,203.9972381591797,866100.0
2024-08-29,204.40657856452964,205.595613421005,202.98364496349308,204.5527801513672,826500.0
2024-08-30,204.23115501578656,206.70667758798675,203.37348662629032,206.6579437255859,1786800.0
2024-09-03,206.6969289150413,207.12576309350496,202.93490390145504,204.08494567871097,2197700.0
2024-09-04,204.15317523496577,205.37144738637912,202.68150782979345,204.00698852539065,1186700.0
2024-09-05,204.3773423726724,205.07906835328225,201.911560616622,203.11033630371097,1507900.0
2024-09-06,203.1883097006281,204.2798917219519,199.4360401873208,199.5334930419922,2349500.0
2024-09-09,200.45935715300345,203.82180004399316,199.83560243307073,203.16880798339844,2290000.0
2024-09-10,203.64637128097124,204.65998204607217,201.4632370881133,202.96414184570312,2150600.0
2024-09-11,202.3403763069001,203.06159874086663,198.9292144409392,202.36961364746097,1372700.0
2024-09-12,201.97978716611905,203.0031239028952,199.9233431258623,202.58404541015625,1583000.0
2024-09-13,202.82857041834896,204.1295077700686,202.08518404251177,203.5034942626953,1397100.0
2024-09-16,204.0023696679705,206.42817045003213,203.5915496510735,203.7676239013672,946600.0
2024-09-17,203.24917367632403,203.70890399453637,198.6029750808358,198.6812286376953,1935900.0
2024-09-18,199.5420050538124,199.8158850431924,195.91307280651748,197.4683380126953,1507500.0
2024-09-19,198.6812419558414,200.30496978750497,197.3607522743379,200.16802978515625,1300400.0
2024-09-20,198.99426607636929,200.49083007818896,198.01611888954113,199.6398468017578,2240700.0
2024-09-23,199.94306157594087,202.70142876482805,199.4246447828993,202.57427978515625,1482500.0
2024-09-24,201.99713884662268,203.6208665069801,201.61566209994487,202.98507690429688,1269700.0
2024-09-25,203.50353129989685,204.07085847629045,202.3591008480715,203.15139770507812,1272200.0
2024-09-26,202.50579315696595,204.4327441402578,200.7255731940507,200.85272216796875,1628900.0
2024-09-27,200.5201475642477,202.5742623630905,200.5201475642477,201.0189971923828,1489900.0
2024-09-30,200.8331499998012,203.2687264872334,200.8331499998012,203.06332397460935,1530400.0
2024-10-01,202.92639301747923,203.51327229070608,201.34178465148597,203.3861083984375,951900.0
2024-10-02,203.94368096119476,204.3936352177556,201.6645963085731,202.7894744873047,909300.0
2024-10-03,202.85793531329804,204.66751349730237,201.7037288491567,204.52078247070312,1019900.0
2024-10-04,203.6404537399485,204.57946662820476,202.515575583271,203.54263305664065,985000.0
2024-10-07,201.0679044412955,202.2123346943798,200.06041417767415,200.9211883544922,2007400.0
2024-10-08,202.1830085814278,204.40340674337733,201.654815698912,204.11973571777344,1172900.0
2024-10-09,204.452334156617,207.91496871529387,203.75784306987973,207.59217834472656,1263700.0
2024-10-10,207.95410589555487,208.90290989733228,206.3010346981212,206.6238250732422,893500.0
2024-10-11,207.27917139562516,207.70955854059528,206.1640842133578,207.1813507080078,956400.0
2024-10-14,207.7095483951445,209.5680219663669,207.17156449020936,208.83441162109375,982100.0
2024-10-15,209.8516828718391,211.2895603755304,208.7659389389567,209.1180725097656,1180400.0
2024-10-16,208.56053810953688,209.5191181447608,207.8758380843769,208.48228454589844,718600.0
2024-10-17,209.4506414152052,209.80277496505153,207.50412333059063,208.423583984375,847100.0
2024-10-18,208.72679781498215,208.83439458719292,207.3671740163227,208.1007843017578,816100.0
2024-10-21,207.9149509135117,208.27686057436904,205.7728063174668,207.19113159179688,1033000.0
2024-10-22,205.98800351020031,207.0248370949737,204.91205060680997,206.43795776367188,896300.0
2024-10-23,205.6945429221529,207.73888166297007,205.22503650276565,207.1715545654297,1240000.0
2024-10-24,206.33036410118177,206.33036410118177,203.89477230222369,204.3447265625,1113000.0
2024-10-25,204.64795237623295,205.1957124041139,201.94827155653064,202.2808380126953,1069900.0
2024-10-28,203.45459521016448,204.3055784044058,202.47644811780788,203.7089080810547,2127200.0
2024-10-29,208.7170292572344,215.07498529401067,207.52368862245845,214.32180786132812,3231300.0
2024-10-30,212.7567677042148,214.07727224294263,209.8125503429214,210.1255645751953,1720700.0
2024-10-31,209.63650792841105,211.9644880358928,209.5191201191766,211.1330718994141,1785500.0
2024-11-01,212.16989321452664,212.58071320969032,209.10828798408383,209.3137054443359,1267600.0
2024-11-04,210.9667621028528,212.00361057960015,207.83669432728263,209.55824279785156,1112800.0
2024-11-05,209.76362602958815,211.55363687214123,208.68767325983887,211.16238403320312,950000.0
2024-11-06,215.1043398278874,215.48581661314773,211.6906009569799,213.70558166503903,2905700.0
2024-11-07,214.22398363312936,216.06290489401843,212.7176437180651,215.62274169921875,1370000.0
2024-11-08,217.04105672979247,221.41337540658512,215.62274643745337,219.22232055664065,1854100.0
2024-11-11,220.68955541020063,221.5503296791028,218.49851534440043,218.73326110839844,1084800.0
2024-11-12,220.083098219817,221.48184141322847,218.9191007789555,219.8679046630859,2002200.0
2024-11-13,220.16136589491433,221.8828995337997,219.33972585762865,220.7482452392578,1087000.0
2024-11-14,219.75054137387383,220.62109173668705,216.72807027520855,216.87478637695312,1215800.0
2024-11-15,214.7130620385149,216.68892333651817,212.5024549914729,213.13824462890625,1796500.0
2024-11-18,212.56114428014615,214.6739456018777,212.3361746258528,213.5392913818359,986700.0
2024-11-19,212.25791804362055,214.9087032185961,211.27977095586195,214.26312255859375,1370700.0
2024-11-20,215.24127444574808,215.56406478294673,212.23835565520756,213.9990234375,1059000.0
2024-11-21,214.1163874990224,217.41275327178508,212.6491668950766,216.6889190673828,1651800.0
