Date,Open,High,Low,Close,Volume
2024-04-11,21.9930376097734,22.204600923948245,21.77185569698804,22.156518936157227,123600.0
2024-04-12,21.848789834662988,22.002654409721774,21.82955813843845,21.925722122192383,90200.0
2024-04-15,22.08920346246865,22.08920346246865,21.656460032944704,21.925722122192383,139500.0
2024-04-16,21.723776787277753,21.723776787277753,21.358347025130684,21.367963790893555,106800.0
2024-04-17,21.61798959553166,21.6949218710449,21.262178509111727,21.27179527282715,113200.0
2024-04-18,21.300646408562994,21.656459373940603,21.23333088829948,21.608375549316406,196300.0
2024-04-19,21.54105595168506,22.348845710366625,21.54105595168506,22.262296676635746,166500.0
2024-04-22,22.29114723139315,22.704658878762594,22.29114723139315,22.521944046020508,136100.0
2024-04-23,22.541181443439783,23.26242230083721,22.541181443439783,23.233572006225582,205000.0
2024-04-24,22.90660933746859,23.348971350461728,22.81044352297353,23.233572006225582,125200.0
2024-04-25,23.204721400947985,23.204721400947985,22.733510933862163,22.96430778503418,155300.0
2024-04-26,22.60849328491257,22.60849328491257,21.233327313741192,21.627605438232425,172600.0
2024-04-29,21.49297722957779,21.617991500474066,21.324686601043616,21.502593994140625,184100.0
2024-04-30,21.329494651931785,21.52182442929979,21.252562374142546,21.34872817993164,146000.0
2024-05-01,21.52182715411045,22.416166143021183,21.444894866581055,21.925722122192383,159700.0
2024-05-02,22.050737914946893,22.291151539254276,21.887256577049456,22.118053436279297,176300.0
2024-05-03,22.406547181866877,22.425780710416863,22.137285119008027,22.35846519470215,142100.0
2024-05-06,22.185366625490506,22.44501375265892,21.810321997942925,21.839170455932617,118500.0
2024-05-07,21.95456886291504,22.190174987067333,21.848786296861743,21.95456886291504,150700.0
2024-05-08,21.75262232867889,21.964185626575347,21.675690053606527,21.95456886291504,126800.0
2024-05-09,21.983420859523548,22.185367409428125,21.829556297440934,22.16613388061523,117000.0
2024-05-10,22.22383502642326,22.31038407404943,21.90648912986406,21.99303817749023,110800.0
2024-05-13,22.031500129114537,22.20459819865332,21.81993684090604,21.829553604125977,99800.0
2024-05-14,22.079586421631884,22.118053482021605,21.6564597626073,21.887256622314453,113800.0
2024-05-15,22.10843439939328,22.29114924867047,21.7430065350491,22.069969177246097,201100.0
2024-05-16,22.002652539963396,22.22383445274875,21.743007237997535,22.156518936157227,199200.0
2024-05-17,22.29115004162994,22.589262402163595,22.26229974833561,22.40654754638672,175600.0
2024-05-20,22.37769955716833,22.473865369291687,22.175751168288247,22.22383499145508,166700.0
2024-05-21,22.108435736748095,22.37769964490717,22.108435736748095,22.23345184326172,68400.0
2024-05-22,22.18536559902012,22.252681110161785,21.8968700272101,21.9449520111084,240600.0
2024-05-23,21.993036211338325,21.993036211338325,21.47374197200559,21.762237548828125,186000.0
2024-05-24,22.00265320906218,22.127669315856973,21.82955694722452,22.012269973754883,190900.0
2024-05-28,22.031505584716797,22.12286210661351,21.92572299731287,22.031505584716797,186900.0
2024-05-29,21.589142438085226,21.589142438085226,21.16601398018847,21.19486427307129,188200.0
2024-05-30,21.46412734703843,21.901680054872212,21.271797554728497,21.79109001159668,133300.0
2024-05-31,21.86802367553652,22.041121783487565,21.62761004431794,21.72377586364746,204400.0
2024-06-03,21.97380286135093,21.97380286135093,21.53144089454309,21.781471252441406,149900.0
2024-06-04,21.56029395065096,21.685308228524647,21.36796231708025,21.416046142578125,137400.0
2024-06-05,21.61799231424125,21.656459373940603,21.358345163901667,21.608375549316406,112700.0
2024-06-06,21.483361000426267,21.598758509635655,21.39681195141406,21.569910049438477,132300.0
2024-06-07,21.242946939726753,21.550676070144313,21.242946939726753,21.512210845947266,119000.0
2024-06-10,21.281409499699983,21.291026263097898,20.95444871522134,20.96406364440918,171900.0
2024-06-11,20.69480422513026,20.93521783787329,20.656337166670433,20.8198184967041,161600.0
2024-06-12,21.45451145558984,21.868023185493023,21.252564890312694,21.42566299438477,139800.0
2024-06-13,21.252564763244205,21.300646754438787,20.97368407852654,21.17563247680664,99200.0
2024-06-14,20.846726063386463,20.953136860230515,20.643580191342313,20.77901077270508,149100.0
2024-06-17,20.60488330464539,21.04987237018523,20.60488330464539,21.001502990722656,125900.0
2024-06-18,21.01117746379706,21.20465129693995,20.91444239232883,20.933788299560547,103300.0
2024-06-20,20.79835983058141,21.069222855402955,20.79835983058141,20.84672737121582,84000.0
2024-06-21,20.817703049844845,20.919275970112,20.749987769666745,20.808029174804688,520500.0
2024-06-24,20.982157273415886,21.32073555229708,20.928951878078433,21.107913970947266,125800.0
2024-06-25,20.9531347385456,21.194976092263904,20.76933479309082,20.76933479309082,147000.0
2024-06-26,20.575860366227182,21.165951944339337,20.575860366227182,21.030521392822266,167500.0
2024-06-27,21.07889223020924,21.54225848441207,21.07889223020924,21.494857788085938,108900.0
2024-06-28,21.64963862116029,22.35581682353231,21.639966590055323,22.210710525512695,796200.0
2024-07-01,22.30744875696091,22.30744875696091,21.765724573103707,21.785072326660156,151200.0
